,Submission ID,taste,Gender,most_expensive_purchase_cat,num_cups_daily,coffee_location,fav_drink,age,is_espresso,pref_roast,whole_milk,skim_milk,half_and_half,creamer,flav_creamer,oat_milk,almond_milk,soy_milk,other_dairy,sugar,art_sweet,honey,maple_syrup,stevia,agave_nectar,brown_sugar,raw_sugar,ethnicity,employment_status
104,XeB6OP,Fruity,Female,1,1,"At home, On the go, At the office, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
105,VZ1W4y,Fruity,Male,1,5,"At home, At the office, At a cafe",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
106,OABxYM,Chocolatey,Male,1,2,"At home, At the office, On the go",Cortado,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
107,eBxgYk,Sweet,Male,0,1,"At home, At a cafe",Latte,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
108,MAdj6k,Juicy,Male,1,3,"At home, At a cafe",Espresso,18-24 years old,True,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
109,kYR8ze,Fruity,Male,0,1,"At the office, At a cafe",Latte,>65 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed part-time
110,VZ1Wxg,Bright,Male,1,2,"At the office, On the go, At home",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
111,24x9Oe,Fruity,Male,0,2,"At home, At a cafe, On the go, At the office",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
112,bl41gL,Caramalized,Female,0,1,"At home, At a cafe, At the office",Cortado,25-34 years old,True,Italian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
113,EPbovB,Sweet,Female,0,1,On the go,Iced coffee,25-34 years old,False,Medium,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,White/Caucasian,Employed full-time
114,rlr8kR,Sweet,Female,0,2,"At the office, At home, At a cafe",Cappuccino,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
115,NAB2Rj,Sweet,Male,1,1,"At home, At a cafe",Espresso,35-44 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
116,WApaQN,Fruity,Female,0,1,At a cafe,Latte,18-24 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
117,42NlN5,Fruity,Female,0,1,"At home, At a cafe",Iced coffee,35-44 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
118,AlbM50,Chocolatey,Male,0,2,"At a cafe, At the office, On the go, At home",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
119,QABNap,Full Bodied,Male,1,2,"At the office, On the go, At home",Iced coffee,35-44 years old,False,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
120,RzBqr9,Bold,Male,,1,"At a cafe, At home",Espresso,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,
121,PABZGB,Bright,Female,1,1,"At home, On the go, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
122,RzBqjj,Fruity,Male,1,1,"At home, On the go, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Employed full-time
123,AlbMQD,Caramalized,Female,1,1,"At home, On the go",Cappuccino,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
124,QABNE7,Full Bodied,Male,1,5,"At home, On the go",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
125,6dQ6QN,Floral,Male,1,2,"At the office, On the go, At home",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
126,g5N8NJ,Chocolatey,Female,1,2,"At home, At a cafe, At the office",Americano,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
127,aBrpab,Caramalized,Non-binary,0,0,"At a cafe, At the office",Blended drink (e.g. Frappuccino),25-34 years old,False,Dark,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
128,aBrpPq,Chocolatey,,,1,"At home, At a cafe",Americano,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
129,oAV8kO,Bold,,,2,"At home, On the go",Regular drip coffee,>65 years old,False,Dark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
130,eBxgoe,Fruity,Male,0,2,"At the office, At home, At a cafe",Cortado,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
131,aBrpkB,Caramalized,Female,1,2,"At the office, At a cafe, On the go, At home",Cappuccino,25-34 years old,True,Dark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
132,vNx8g0,Caramalized,Male,1,1,"At home, At the office, At a cafe",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
133,NAB2Ol,Caramalized,Female,1,1,"At home, On the go, At the office",Latte,25-34 years old,True,Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
134,lNl8zv,Juicy,Male,0,2,"At a cafe, At home",Latte,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
135,5dqagd,Fruity,,,3,"At the office, On the go, At home",Espresso,45-54 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
136,BGbJ9Q,Fruity,Female,0,2,"At the office, At a cafe, At home, On the go",Regular drip coffee,25-34 years old,False,Light,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
137,lNl84k,Fruity,Male,1,2,"On the go, At home",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
138,zKQ8L0,Full Bodied,Male,1,1,"At home, At the office, At a cafe",Cortado,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
139,NAB2El,Bright,Male,1,2,"At home, On the go, At a cafe",Latte,35-44 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
140,YZz79J,Chocolatey,Female,1,2,"At home, At a cafe",Regular drip coffee,25-34 years old,False,Light,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Homemaker
141,dY2Jgo,Sweet,Female,1,3,"At home, On the go, At the office",Regular drip coffee,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
142,VZ1WY6,Juicy,Other,1,2,"At home, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
143,EPboJ2,Juicy,Male,1,1,"At the office, At home, On the go",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
144,MAdjVA,Bright,Male,1,1,"At the office, On the go, At home",Mocha,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
145,6dQ64k,Fruity,Male,0,3,"At the office, At home, At a cafe",Cortado,35-44 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
146,qbE8k9,Fruity,Male,0,2,"At home, On the go, At the office",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
147,jB98Yx,Chocolatey,Female,0,0,On the go,Mocha,35-44 years old,True,Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,White/Caucasian,Employed full-time
148,OABx97,Chocolatey,Female,1,3,"At home, At a cafe",Pourover,45-54 years old,False,Medium,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
149,42NlEX,Sweet,Male,0,1,"At home, At a cafe",Cortado,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
150,6dQ6Vk,Fruity,Male,0,2,"At home, At a cafe, On the go, At the office",Americano,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
151,7d97MR,Sweet,Male,0,0,"At home, On the go",Iced coffee,18-24 years old,False,Light,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
152,ylq8GB,Chocolatey,Male,1,1,"At a cafe, At home",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
153,VZ1Wqg,Fruity,Female,0,2,"At home, At a cafe",Cappuccino,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
154,WApaBa,Nutty,Female,1,2,"At home, At a cafe",Latte,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
155,vNx8W0,Bright,Male,1,1,"At home, At a cafe",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
156,5dqaOo,Chocolatey,Male,0,2,At a cafe,Americano,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
157,PABZYx,Juicy,Female,1,2,"At a cafe, At home, At the office",Latte,35-44 years old,True,Light,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black/African American,Employed full-time
158,DVvRE5,Chocolatey,Female,0,2,"At home, At a cafe",Latte,<18 years old,True,Medium,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Student
159,lNl87X,Chocolatey,Female,1,1,"At home, On the go",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
160,AlbM9z,Fruity,Male,1,3,"At home, At the office, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
161,8dpbWO,Fruity,Female,1,1,"At the office, At home, On the go, At a cafe",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
162,xdN80d,Floral,Male,0,2,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
163,6dQ6WY,Caramalized,Non-binary,1,2,"At home, On the go, At a cafe",Cappuccino,35-44 years old,True,Dark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
164,LdM4Ey,Floral,Male,0,3,"At home, At a cafe, At the office",Regular drip coffee,25-34 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
165,42NlOY,Full Bodied,Male,1,2,"At home, At a cafe",Americano,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
166,1r2QRl,Fruity,Male,0,2,"At home, At the office, On the go, At a cafe",Pourover,25-34 years old,False,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
167,eBxgvk,Full Bodied,Female,0,2,"At home, At a cafe",Pourover,55-64 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
168,7d97jZ,Caramalized,Male,1,2,"On the go, At a cafe",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
169,dY2JzK,Juicy,Male,1,1,"At home, On the go",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
170,xdN8z5,Fruity,Male,1,2,"At home, At a cafe, At the office",Pourover,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
171,vNx8zD,Full Bodied,Male,1,1,"At home, At a cafe, On the go, At the office",Latte,45-54 years old,True,Light,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed part-time
172,oAV8zP,Bold,Male,1,3,"At home, At the office, At a cafe, On the go",Pourover,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
173,8dpbDA,Juicy,,,1,At a cafe,,>65 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
174,PABZqd,Bold,Male,1,3,"At the office, At a cafe",Latte,35-44 years old,True,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
175,oAV8LX,Nutty,Male,0,2,"At a cafe, At the office, On the go",Cold brew,18-24 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
176,AlbMRB,Chocolatey,Male,1,2,"At home, At a cafe",Pourover,35-44 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
177,NAB2Zb,Sweet,Female,1,0,At a cafe,Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
178,OABxKK,Bright,Male,1,2,"On the go, At a cafe",Espresso,18-24 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
179,pLPYlP,,,,0,"At home, At a cafe",,18-24 years old,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
180,EPbooq,Sweet,Female,1,0,At a cafe,Iced coffee,25-34 years old,False,Blonde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
181,GrBOE2,Chocolatey,Male,1,1,"On the go, At home, At a cafe",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
182,rlr8Z5,Bright,Female,1,1,"At a cafe, At the office, At home, On the go",Regular drip coffee,25-34 years old,False,Medium,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
183,aBrpJ9,Chocolatey,Female,1,1,"At home, At a cafe",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
184,bl41a0,Bold,Male,1,2,"At home, At a cafe, At the office",Pourover,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
185,jB98V6,Floral,Male,0,1,"At home, On the go",Pourover,35-44 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
186,rlr8ep,Chocolatey,Female,0,4,"At the office, At home, On the go, At a cafe",Espresso,>65 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
187,WApa4L,Fruity,Female,1,2,"At home, At the office, On the go, At a cafe",Iced coffee,25-34 years old,False,Blonde,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
188,9dJAbX,Juicy,Female,1,2,"At home, At a cafe, On the go",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
189,zKQ8A1,Caramalized,Female,0,2,"At the office, At home, On the go",Cappuccino,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
190,GrBOMQ,Full Bodied,Male,0,2,"At home, At a cafe",Cortado,35-44 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
191,YZz72z,Nutty,Other,0,0,"At a cafe, At home",Cappuccino,18-24 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
192,xdN8kd,Sweet,Female,1,0,At a cafe,Latte,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
193,5dqaWQ,Full Bodied,Male,1,2,"At home, At the office, At a cafe",Cappuccino,25-34 years old,True,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
194,eBxWZx,Fruity,Male,1,3,"At home, At a cafe",Espresso,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
195,EPboy2,Juicy,Male,1,1,"At home, At the office, At a cafe",Cortado,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
196,KMBKYX,Bright,Male,0,3,"At a cafe, At home, At the office, On the go",Regular drip coffee,18-24 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
197,NAB21W,Nutty,Female,1,1,"At home, On the go, At the office",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
198,42NlMo,Fruity,Female,1,0,"At home, At a cafe",Cappuccino,35-44 years old,True,Light,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Employed full-time
199,BGbJv4,Fruity,Non-binary,1,2,"At a cafe, At home",Latte,25-34 years old,True,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
200,aBrqOX,Fruity,Male,1,2,"At home, At a cafe",Cortado,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
201,qbE1GG,Fruity,Male,1,1,"At home, At a cafe, On the go",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
202,OABxRk,Chocolatey,Male,0,2,"At a cafe, At home, On the go",Latte,45-54 years old,True,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
203,OABxWM,Bold,Female,1,2,"At home, At the office, On the go",Cappuccino,25-34 years old,True,Dark,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
204,AlbMYB,Caramalized,Male,0,3,"On the go, At home, At a cafe, At the office",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
205,jB9Ala,Caramalized,Male,1,3,"At home, At a cafe",Latte,35-44 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
206,oAV8W5,Sweet,Female,1,2,"At a cafe, At the office, At home",Regular drip coffee,45-54 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
